name,value,timestamp,date,type
Longzhu Gaming,1649.2719593113038,1501344000.0,17-07-30,KR
Flash Wolves,1616.4281370497679,1501344000.0,17-07-30,SEA
Fnatic,1609.6606671077657,1501344000.0,17-07-30,EUW
Immortals,1605.643287454111,1501344000.0,17-07-30,NA
G2 Esports,1603.3174114704213,1501344000.0,17-07-30,EUW
GIGABYTE Marines,1602.8755933764326,1501344000.0,17-07-30,SEA
Cloud 9,1602.642687782826,1501344000.0,17-07-30,NA
H2k-Gaming,1600.3694365130323,1501344000.0,17-07-30,EUW
Unicorns Of Love,1587.7108814679514,1501344000.0,17-07-30,CIS
ahq e-Sports Club,1580.5313779994021,1501344000.0,17-07-30,PCS
H2K Gaming,1571.100081977357,1501344000.0,17-07-30,EUW
Red Canids,1570.8547821503867,1501344000.0,17-07-30,BR
CLG,1567.6685800959258,1501344000.0,17-07-30,NA
Afreeca Freecs,1567.1216531130465,1501344000.0,17-07-30,KR
Lyon Gaming,1555.756949512091,1501344000.0,17-07-30,WC
SuperMassive,1544.7104532961205,1501344000.0,17-07-30,TR
OMG,1532.125925196892,1501344000.0,17-07-30,CN
Newbee,1526.7665112501213,1501344000.0,17-07-30,CN
Raise Gaming,1526.104766253992,1501344000.0,17-07-30,TW
Dignitas,1525.3851386681563,1501344000.0,17-07-30,NA
Gambit Esports,1524.4077372937238,1501344000.0,17-07-30,CIS
J Team,1522.4415000078739,1501344000.0,17-07-30,PCS
Snake eSports,1521.3617664212575,1501344000.0,17-07-30,CN
KOO Tigers,1518.6693233582514,1501344000.0,17-07-30,KR
Misfits Academy,1517.4417999243703,1501344000.0,17-07-30,EUW
Albus NoX Luna,1514.8983209279424,1501344000.0,17-07-30,WC
Gold Coin United,1513.8221103131737,1501344000.0,17-07-30,NA
1907 Fenerbahce,1511.572244754621,1501344000.0,17-07-30,TR
Keyd Stars,1508.5819967230404,1501344000.0,17-07-30,BR
Samsung Galaxy White,1508.1757195099547,1501344000.0,17-07-30,KR
eUnited,1505.8979300714568,1501344000.0,17-07-30,NA
Pain Gaming,1504.759457169794,1501344000.0,17-07-30,BR
Tempo Storm,1504.7422926256838,1501344000.0,17-07-30,NA
Qiao Gu,1504.53062045642,1501344000.0,17-07-30,CN
ahq eSports,1503.734664500357,1501344000.0,17-07-30,TW
Samsung Galaxy Blue,1503.6261394069943,1501344000.0,17-07-30,KR
Star Horn Royal Club,1503.5276129709248,1501344000.0,17-07-30,CN
Vitality,1502.6598471108687,1501344000.0,17-07-30,EUW
Sin Gaming,1502.6076270866438,1501344000.0,17-07-30,OCE
AHQ E-Sports Club,1501.9533925225778,1501344000.0,17-07-30,SEA
Red Bulls,1501.8088759620355,1501344000.0,17-07-30,EUW
SK Telecom T1,1909.8563669810694,1502553600.0,17-08-13,KR
KT Rolster,1768.9959372449484,1502553600.0,17-08-13,KR
Samsung Galaxy,1768.5659777201854,1502553600.0,17-08-13,KR
Team SoloMid,1737.9061164761483,1502553600.0,17-08-13,NA
Team WE,1722.8920869236147,1502553600.0,17-08-13,CN
Edward Gaming,1716.1303298279008,1502553600.0,17-08-13,CN
Royal Never Give Up,1698.621112347488,1502553600.0,17-08-13,CN
Longzhu Gaming,1650.2421256795828,1502553600.0,17-08-13,KR
Immortals,1620.7242810198081,1502553600.0,17-08-13,NA
Cloud 9,1617.8795466163926,1502553600.0,17-08-13,NA
Flash Wolves,1614.7964764124642,1502553600.0,17-08-13,SEA
Fnatic,1612.6181011713911,1502553600.0,17-08-13,EUW
GIGABYTE Marines,1599.4435560446889,1502553600.0,17-08-13,SEA
H2k-Gaming,1596.4192023867301,1502553600.0,17-08-13,EUW
Unicorns Of Love,1592.9164993592922,1502553600.0,17-08-13,CIS
G2 Esports,1582.9133403221967,1502553600.0,17-08-13,EUW
H2K Gaming,1576.3156613737767,1502553600.0,17-08-13,EUW
ahq e-Sports Club,1571.601543938348,1502553600.0,17-08-13,PCS
Red Canids,1568.6017567645808,1502553600.0,17-08-13,BR
CLG,1567.3064116630615,1502553600.0,17-08-13,NA
Lyon Gaming,1553.8997824984463,1502553600.0,17-08-13,WC
SuperMassive,1543.4992929087534,1502553600.0,17-08-13,TR
Afreeca Freecs,1536.5118743250068,1502553600.0,17-08-13,KR
Raise Gaming,1525.077650908243,1502553600.0,17-08-13,TW
Gambit Esports,1523.5227551857372,1502553600.0,17-08-13,CIS
Dignitas,1522.8385028627126,1502553600.0,17-08-13,NA
Newbee,1522.397590096046,1502553600.0,17-08-13,CN
Snake eSports,1520.5922899757252,1502553600.0,17-08-13,CN
J Team,1520.35519870861,1502553600.0,17-08-13,PCS
KOO Tigers,1517.9609936192223,1502553600.0,17-08-13,KR
Misfits Academy,1516.8210312259155,1502553600.0,17-08-13,EUW
Albus NoX Luna,1513.9084544059322,1502553600.0,17-08-13,WC
OMG,1512.910741255536,1502553600.0,17-08-13,CN
1907 Fenerbahce,1511.1428466362215,1502553600.0,17-08-13,TR
Keyd Stars,1508.2881134329846,1502553600.0,17-08-13,BR
Samsung Galaxy White,1507.8689755089686,1502553600.0,17-08-13,KR
Pain Gaming,1504.5924916525876,1502553600.0,17-08-13,BR
Tempo Storm,1504.5730242559441,1502553600.0,17-08-13,NA
Qiao Gu,1504.3630589628171,1502553600.0,17-08-13,CN
ahq eSports,1503.4958288309247,1502553600.0,17-08-13,TW
Samsung Galaxy Blue,1503.4898168006853,1502553600.0,17-08-13,KR
Star Horn Royal Club,1503.3972951435924,1502553600.0,17-08-13,CN
Vitality,1502.560324546297,1502553600.0,17-08-13,EUW
Sin Gaming,1502.5008636411555,1502553600.0,17-08-13,OCE
AHQ E-Sports Club,1501.8607388820565,1502553600.0,17-08-13,SEA
NaJin White Shield,1501.7118304563894,1502553600.0,17-08-13,KR
ProGaming eSports,1501.7036065294744,1502553600.0,17-08-13,BR
Snake,1501.642371814487,1502553600.0,17-08-13,CN
SK Telecom T1,1907.8996943347815,1503849600.0,17-08-28,KR
Royal Never Give Up,1756.7146289209256,1503849600.0,17-08-28,CN
Team SoloMid,1749.9448307089626,1503849600.0,17-08-28,NA
Samsung Galaxy,1731.6213461268765,1503849600.0,17-08-28,KR
KT Rolster,1731.5068346461162,1503849600.0,17-08-28,KR
Edward Gaming,1703.7128668138812,1503849600.0,17-08-28,CN
Longzhu Gaming,1695.1401960393875,1503849600.0,17-08-28,KR
Team WE,1657.458085769388,1503849600.0,17-08-28,CN
Immortals,1640.5913877323474,1503849600.0,17-08-28,NA
G2 Esports,1624.8582721683515,1503849600.0,17-08-28,EUW
Flash Wolves,1622.0270310019305,1503849600.0,17-08-28,SEA
Invictus Gaming,1615.1078732789683,1503849600.0,17-08-28,CN
GIGABYTE Marines,1595.8767761628212,1503849600.0,17-08-28,SEA
H2k-Gaming,1592.3591209236802,1503849600.0,17-08-28,EUW
Cloud 9,1586.7017033669702,1503849600.0,17-08-28,NA
Fnatic,1580.7913808868077,1503849600.0,17-08-28,EUW
ahq e-Sports Club,1579.4381463001246,1503849600.0,17-08-28,PCS
Red Canids,1563.6081716457652,1503849600.0,17-08-28,BR
Unicorns Of Love,1562.2492079578608,1503849600.0,17-08-28,CIS
CLG,1561.3673652791676,1503849600.0,17-08-28,NA
Lyon Gaming,1551.968670637675,1503849600.0,17-08-28,WC
Afreeca Freecs,1551.2472610437158,1503849600.0,17-08-28,KR
H2K Gaming,1549.7105215947274,1503849600.0,17-08-28,EUW
SuperMassive,1542.2186525456511,1503849600.0,17-08-28,TR
Misfits,1538.73031894177,1503849600.0,17-08-28,EUW
Dignitas,1529.4836279724066,1503849600.0,17-08-28,NA
Gambit Esports,1524.983939407469,1503849600.0,17-08-28,CIS
Snake eSports,1519.7972505991615,1503849600.0,17-08-28,CN
KOO Tigers,1517.2320648951254,1503849600.0,17-08-28,KR
Misfits Academy,1516.1790141181148,1503849600.0,17-08-28,EUW
Albus NoX Luna,1512.9187627205047,1503849600.0,17-08-28,WC
Raise Gaming,1512.4208053366883,1503849600.0,17-08-28,TW
1907 Fenerbahce,1510.700205302571,1503849600.0,17-08-28,TR
Newbee,1510.3275922392013,1503849600.0,17-08-28,CN
FC Schalke 04,1508.1194404506289,1503849600.0,17-08-28,EUW
Keyd Stars,1507.9834595452287,1503849600.0,17-08-28,BR
Samsung Galaxy White,1507.5530445678362,1503849600.0,17-08-28,KR
Hong Kong Attitude,1507.0825813827623,1503849600.0,17-08-28,PCS
Pain Gaming,1506.6033255456282,1503849600.0,17-08-28,BR
Tempo Storm,1504.3979186934323,1503849600.0,17-08-28,NA
Qiao Gu,1504.1902829372698,1503849600.0,17-08-28,CN
Team oNe eSports,1504.18941289377,1503849600.0,17-08-28,BR
Samsung Galaxy Blue,1503.3494335409825,1503849600.0,17-08-28,KR
Star Horn Royal Club,1503.262909094388,1503849600.0,17-08-28,CN
ahq eSports,1503.2562255509613,1503849600.0,17-08-28,TW
Vitality,1502.4577972518996,1503849600.0,17-08-28,EUW
Sin Gaming,1502.3915417227493,1503849600.0,17-08-28,OCE
AHQ E-Sports Club,1501.7668480382126,1503849600.0,17-08-28,SEA
SK Telecom T1,1899.7284354591882,1504972800.0,17-09-10,KR
Team SoloMid,1764.435546480019,1504972800.0,17-09-10,NA
Samsung Galaxy,1758.789210073773,1504972800.0,17-09-10,KR
Edward Gaming,1738.080307300583,1504972800.0,17-09-10,CN
Royal Never Give Up,1710.7204308549333,1504972800.0,17-09-10,CN
KT Rolster,1707.1971119334269,1504972800.0,17-09-10,KR
Longzhu Gaming,1687.8332940460837,1504972800.0,17-09-10,KR
Team WE,1672.0112488927832,1504972800.0,17-09-10,CN
G2 Esports,1642.831109354015,1504972800.0,17-09-10,EUW
Flash Wolves,1617.542930029644,1504972800.0,17-09-10,SEA
Immortals,1615.1168832199394,1504972800.0,17-09-10,NA
Fnatic,1613.7442697788065,1504972800.0,17-09-10,EUW
Invictus Gaming,1608.1362964823234,1504972800.0,17-09-10,CN
Cloud 9,1596.9994530140873,1504972800.0,17-09-10,NA
GIGABYTE Marines,1592.876189153195,1504972800.0,17-09-10,SEA
H2k-Gaming,1588.979205660021,1504972800.0,17-09-10,EUW
CLG,1580.9928402494668,1504972800.0,17-09-10,NA
ahq e-Sports Club,1576.730210308754,1504972800.0,17-09-10,PCS
Red Canids,1561.7220943787734,1504972800.0,17-09-10,BR
Lyon Gaming,1550.3433933090953,1504972800.0,17-09-10,WC
Unicorns Of Love,1547.882958908365,1504972800.0,17-09-10,CIS
SuperMassive,1541.1241315732432,1504972800.0,17-09-10,TR
H2K Gaming,1537.1821583416352,1504972800.0,17-09-10,EUW
Afreeca Freecs,1534.723455123907,1504972800.0,17-09-10,KR
Gambit Esports,1526.5009764189658,1504972800.0,17-09-10,CIS
Snake eSports,1519.1320494172658,1504972800.0,17-09-10,CN
KOO Tigers,1516.624457213441,1504972800.0,17-09-10,KR
Misfits Academy,1515.6413575901659,1504972800.0,17-09-10,EUW
Misfits,1515.307272896694,1504972800.0,17-09-10,EUW
Albus NoX Luna,1512.116746296358,1504972800.0,17-09-10,WC
Raise Gaming,1511.9854840313224,1504972800.0,17-09-10,TW
1907 Fenerbahce,1510.3306467250652,1504972800.0,17-09-10,TR
Newbee,1509.5152257637628,1504972800.0,17-09-10,CN
FC Schalke 04,1507.9431716418967,1504972800.0,17-09-10,EUW
Keyd Stars,1507.7277561348033,1504972800.0,17-09-10,BR
Samsung Galaxy White,1507.2894882557946,1504972800.0,17-09-10,KR
Hong Kong Attitude,1506.7351368197305,1504972800.0,17-09-10,PCS
Team oNe eSports,1506.4946340741144,1504972800.0,17-09-10,BR
Tempo Storm,1504.2512508225489,1504972800.0,17-09-10,NA
Qiao Gu,1504.0459971441303,1504972800.0,17-09-10,CN
Pain Gaming,1503.9365527482064,1504972800.0,17-09-10,BR
Samsung Galaxy Blue,1503.2323400782893,1504972800.0,17-09-10,KR
Star Horn Royal Club,1503.1506730692427,1504972800.0,17-09-10,CN
ahq eSports,1503.0614349917698,1504972800.0,17-09-10,TW
Vitality,1502.3722482865714,1504972800.0,17-09-10,EUW
Sin Gaming,1502.3008467010613,1504972800.0,17-09-10,OCE
AHQ E-Sports Club,1501.689719855897,1504972800.0,17-09-10,SEA
ProGaming eSports,1501.58680744494,1504972800.0,17-09-10,BR
SK Telecom T1,1890.3442013833146,1506268800.0,17-09-25,KR
Team WE,1855.0635244378334,1506268800.0,17-09-25,CN
Cloud 9,1778.6581916201346,1506268800.0,17-09-25,NA
Team SoloMid,1756.0035312165298,1506268800.0,17-09-25,NA
Samsung Galaxy,1751.7563988010963,1506268800.0,17-09-25,KR
Edward Gaming,1731.2275914997197,1506268800.0,17-09-25,CN
Fnatic,1713.517261649542,1506268800.0,17-09-25,EUW
Royal Never Give Up,1704.4049923803486,1506268800.0,17-09-25,CN
KT Rolster,1700.7865000900908,1506268800.0,17-09-25,KR
Longzhu Gaming,1679.7202150909775,1506268800.0,17-09-25,KR
G2 Esports,1637.556787829685,1506268800.0,17-09-25,EUW
1907 Fenerbahce,1622.7542928653415,1506268800.0,17-09-25,TR
Flash Wolves,1612.5614685066282,1506268800.0,17-09-25,SEA
Immortals,1611.1707181000565,1506268800.0,17-09-25,NA
Invictus Gaming,1603.4011235365235,1506268800.0,17-09-25,CN
GIGABYTE Marines,1589.5164278067825,1506268800.0,17-09-25,SEA
H2k-Gaming,1585.233325832518,1506268800.0,17-09-25,EUW
CLG,1578.3485071902815,1506268800.0,17-09-25,NA
ahq e-Sports Club,1573.714083652741,1506268800.0,17-09-25,PCS
Red Canids,1559.6015039531605,1506268800.0,17-09-25,BR
Lyon Gaming,1554.3289026943198,1506268800.0,17-09-25,WC
Unicorns Of Love,1546.6814665712807,1506268800.0,17-09-25,CIS
SuperMassive,1539.8801241720455,1506268800.0,17-09-25,TR
H2K Gaming,1536.0967770462241,1506268800.0,17-09-25,EUW
Afreeca Freecs,1532.677209371589,1506268800.0,17-09-25,KR
Snake eSports,1518.3911236653298,1506268800.0,17-09-25,CN
KOO Tigers,1515.95011472529,1506268800.0,17-09-25,KR
Misfits Academy,1515.0419745078602,1506268800.0,17-09-25,EUW
Misfits,1514.5072154983075,1506268800.0,17-09-25,EUW
Raise Gaming,1511.5027714138835,1506268800.0,17-09-25,TW
Albus NoX Luna,1511.251613061435,1506268800.0,17-09-25,WC
Kaos Latin Gamers,1510.3012873437724,1506268800.0,17-09-25,LAT
Newbee,1508.630615912547,1506268800.0,17-09-25,CN
FC Schalke 04,1507.7394365641153,1506268800.0,17-09-25,EUW
Keyd Stars,1507.442066241028,1506268800.0,17-09-25,BR
Samsung Galaxy White,1506.9967618490114,1506268800.0,17-09-25,KR
Tempo Storm,1504.0877249464156,1506268800.0,17-09-25,NA
Qiao Gu,1503.8855794021254,1506268800.0,17-09-25,CN
Hong Kong Attitude,1503.8190182268925,1506268800.0,17-09-25,PCS
Pain Gaming,1503.7968223718399,1506268800.0,17-09-25,BR
Samsung Galaxy Blue,1503.1023052449934,1506268800.0,17-09-25,KR
Star Horn Royal Club,1503.0258780212455,1506268800.0,17-09-25,CN
ahq eSports,1502.8506574203427,1506268800.0,17-09-25,TW
Vitality,1502.2772112856687,1506268800.0,17-09-25,EUW
Sin Gaming,1502.200658633476,1506268800.0,17-09-25,OCE
AHQ E-Sports Club,1501.6053359395542,1506268800.0,17-09-25,SEA
ProGaming eSports,1501.527313210321,1506268800.0,17-09-25,BR
NaJin White Shield,1501.5227577951275,1506268800.0,17-09-25,KR
SK Telecom T1,2119.590729126146,1507392000.0,17-10-08,KR
Royal Never Give Up,2031.182881914452,1507392000.0,17-10-08,CN
Longzhu Gaming,1963.0808561964545,1507392000.0,17-10-08,KR
Cloud 9,1906.8234103360842,1507392000.0,17-10-08,NA
Team WE,1876.1392759075525,1507392000.0,17-10-08,CN
Team SoloMid,1807.6649590361837,1507392000.0,17-10-08,NA
Samsung Galaxy,1804.098983856052,1507392000.0,17-10-08,KR
Misfits,1762.1854919701366,1507392000.0,17-10-08,EUW
Immortals,1754.584720393999,1507392000.0,17-10-08,NA
KT Rolster,1695.3300547469664,1507392000.0,17-10-08,KR
Invictus Gaming,1599.4437088294383,1507392000.0,17-10-08,CN
H2k-Gaming,1582.1154441950814,1507392000.0,17-10-08,EUW
CLG,1576.1107099447804,1507392000.0,17-10-08,NA
G2 Esports,1575.464136817936,1507392000.0,17-10-08,EUW
Red Canids,1557.811521383205,1507392000.0,17-10-08,BR
Unicorns Of Love,1545.6400802986589,1507392000.0,17-10-08,CIS
SuperMassive,1538.8192188332428,1507392000.0,17-10-08,TR
H2K Gaming,1535.1707893358637,1507392000.0,17-10-08,EUW
ahq e-Sports Club,1532.8947383497482,1507392000.0,17-10-08,PCS
Afreeca Freecs,1530.9800437819329,1507392000.0,17-10-08,KR
Snake eSports,1517.771339646906,1507392000.0,17-10-08,CN
Hong Kong Attitude,1517.1123823292055,1507392000.0,17-10-08,PCS
KOO Tigers,1515.3879890318988,1507392000.0,17-10-08,KR
Misfits Academy,1514.5401702838951,1507392000.0,17-10-08,EUW
Raise Gaming,1511.1006984244073,1507392000.0,17-10-08,TW
Albus NoX Luna,1510.5509236451476,1507392000.0,17-10-08,WC
Lyon Gaming,1508.0180757394278,1507392000.0,17-10-08,WC
Newbee,1507.9082487907303,1507392000.0,17-10-08,CN
FC Schalke 04,1507.5629731680356,1507392000.0,17-10-08,EUW
Keyd Stars,1507.2023632968667,1507392000.0,17-10-08,BR
Samsung Galaxy White,1506.7525671789394,1507392000.0,17-10-08,KR
Tempo Storm,1503.9508111125217,1507392000.0,17-10-08,NA
Qiao Gu,1503.751626668114,1507392000.0,17-10-08,CN
Pain Gaming,1503.6792048660418,1507392000.0,17-10-08,BR
Samsung Galaxy Blue,1502.9938439830325,1507392000.0,17-10-08,KR
Star Horn Royal Club,1502.9216627620997,1507392000.0,17-10-08,CN
ahq eSports,1502.6794196441383,1507392000.0,17-10-08,TW
Vitality,1502.1979150296004,1507392000.0,17-10-08,EUW
Sin Gaming,1502.1175257289503,1507392000.0,17-10-08,OCE
AHQ E-Sports Club,1501.5359762804799,1507392000.0,17-10-08,SEA
ProGaming eSports,1501.47742704328,1507392000.0,17-10-08,BR
NaJin White Shield,1501.4697927765453,1507392000.0,17-10-08,KR
Snake,1501.423279921166,1507392000.0,17-10-08,CN
Alliance,1501.186034578558,1507392000.0,17-10-08,EUW
J Team,1500.9668974544848,1507392000.0,17-10-08,PCS
Najin e-Emfire,1500.9056002595203,1507392000.0,17-10-08,KR
Gravity,1500.7062328924762,1507392000.0,17-10-08,NA
ROX Tigers,1500.5380624691045,1507392000.0,17-10-08,KR
Team WE,2178.8283294078283,1508601600.0,17-10-22,CN
SK Telecom T1,2093.3995468113335,1508601600.0,17-10-22,KR
Samsung Galaxy,2033.2944153509795,1508601600.0,17-10-22,KR
Royal Never Give Up,2029.691287719105,1508601600.0,17-10-22,CN
Longzhu Gaming,1977.63486199449,1508601600.0,17-10-22,KR
G2 Esports,1744.4436682926905,1508601600.0,17-10-22,EUW
Edward Gaming,1702.4226814582341,1508601600.0,17-10-22,CN
KT Rolster,1689.5597742980003,1508601600.0,17-10-22,KR
Fnatic,1654.9613847925502,1508601600.0,17-10-22,EUW
Cloud 9,1632.6565832932893,1508601600.0,17-10-22,NA
Misfits,1616.2838576323325,1508601600.0,17-10-22,EUW
Invictus Gaming,1595.331294323317,1508601600.0,17-10-22,CN
Team SoloMid,1589.9007021626117,1508601600.0,17-10-22,NA
H2k-Gaming,1578.8861203829022,1508601600.0,17-10-22,EUW
CLG,1573.7564552732824,1508601600.0,17-10-22,NA
Red Canids,1555.9330896733147,1508601600.0,17-10-22,BR
ahq e-Sports Club,1550.6937805996922,1508601600.0,17-10-22,PCS
Unicorns Of Love,1544.5207799459724,1508601600.0,17-10-22,CIS
SuperMassive,1537.6953985696855,1508601600.0,17-10-22,TR
H2K Gaming,1534.1893050665035,1508601600.0,17-10-22,EUW
Afreeca Freecs,1529.229988622357,1508601600.0,17-10-22,KR
Snake eSports,1517.1263503835485,1508601600.0,17-10-22,CN
Hong Kong Attitude,1516.1601576132862,1508601600.0,17-10-22,PCS
KOO Tigers,1514.8048922165326,1508601600.0,17-10-22,KR
Misfits Academy,1514.0175535294272,1508601600.0,17-10-22,EUW
Raise Gaming,1510.6838960758607,1508601600.0,17-10-22,TW
Albus NoX Luna,1509.8441533350237,1508601600.0,17-10-22,WC
Lyon Gaming,1507.4806012899476,1508601600.0,17-10-22,WC
FC Schalke 04,1507.373445598811,1508601600.0,17-10-22,EUW
Newbee,1507.1747606652052,1508601600.0,17-10-22,CN
Keyd Stars,1506.9521999690605,1508601600.0,17-10-22,BR
Samsung Galaxy White,1506.4990876883478,1508601600.0,17-10-22,KR
Tempo Storm,1503.8082149873999,1508601600.0,17-10-22,NA
Qiao Gu,1503.6124546318663,1508601600.0,17-10-22,CN
Pain Gaming,1503.5560892265362,1508601600.0,17-10-22,BR
Samsung Galaxy Blue,1502.8812730505126,1508601600.0,17-10-22,KR
Star Horn Royal Club,1502.81337889423,1508601600.0,17-10-22,CN
ahq eSports,1502.5061959731431,1508601600.0,17-10-22,TW
Vitality,1502.1155888223495,1508601600.0,17-10-22,EUW
Sin Gaming,1502.0316656061689,1508601600.0,17-10-22,OCE
AHQ E-Sports Club,1501.4649770602466,1508601600.0,17-10-22,SEA
ProGaming eSports,1501.4253966381532,1508601600.0,17-10-22,BR
NaJin White Shield,1501.4147999882275,1508601600.0,17-10-22,KR
Snake,1501.372899979137,1508601600.0,17-10-22,CN
Alliance,1501.1415192598727,1508601600.0,17-10-22,EUW
ROX Tigers,1501.0983749920308,1508601600.0,17-10-22,KR
Najin e-Emfire,1500.8721933120523,1508601600.0,17-10-22,KR
J Team,1500.7716014513758,1508601600.0,17-10-22,PCS
Samsung Galaxy,2292.820018970817,1509724800.0,17-11-04,KR
SK Telecom T1,2065.501023854889,1509724800.0,17-11-04,KR
Team WE,2018.2119832535805,1509724800.0,17-11-04,CN
Longzhu Gaming,1967.5201348530652,1509724800.0,17-11-04,KR
Royal Never Give Up,1905.330620422923,1509724800.0,17-11-04,CN
G2 Esports,1734.8822998242472,1509724800.0,17-11-04,EUW
Edward Gaming,1692.8272183970776,1509724800.0,17-11-04,CN
KT Rolster,1684.3019977626795,1509724800.0,17-11-04,KR
Fnatic,1650.3807983485115,1509724800.0,17-11-04,EUW
Cloud 9,1631.300191623479,1509724800.0,17-11-04,NA
Misfits,1613.00036610309,1509724800.0,17-11-04,EUW
Invictus Gaming,1591.6488222550847,1509724800.0,17-11-04,CN
Team SoloMid,1587.3536878293971,1509724800.0,17-11-04,NA
H2k-Gaming,1576.0023177168578,1509724800.0,17-11-04,EUW
CLG,1571.6217089759625,1509724800.0,17-11-04,NA
Red Canids,1554.2340930672146,1509724800.0,17-11-04,BR
ahq e-Sports Club,1546.231922339631,1509724800.0,17-11-04,PCS
Unicorns Of Love,1543.4853257764773,1509724800.0,17-11-04,CIS
SuperMassive,1536.6698200433825,1509724800.0,17-11-04,TR
H2K Gaming,1533.292924485674,1509724800.0,17-11-04,EUW
Afreeca Freecs,1527.6755822094124,1509724800.0,17-11-04,KR
Snake eSports,1516.5476583673928,1509724800.0,17-11-04,CN
Hong Kong Attitude,1515.3192492085807,1509724800.0,17-11-04,PCS
KOO Tigers,1514.283364472142,1509724800.0,17-11-04,KR
Misfits Academy,1513.5483051984254,1509724800.0,17-11-04,EUW
Raise Gaming,1510.3113115960502,1509724800.0,17-11-04,TW
Albus NoX Luna,1509.2296248381401,1509724800.0,17-11-04,WC
FC Schalke 04,1507.198251724713,1509724800.0,17-11-04,EUW
Lyon Gaming,1506.9992594654937,1509724800.0,17-11-04,WC
Keyd Stars,1506.7271222970596,1509724800.0,17-11-04,BR
Newbee,1506.5335264063087,1509724800.0,17-11-04,CN
Samsung Galaxy White,1506.2722214190012,1509724800.0,17-11-04,KR
Tempo Storm,1503.6801817175165,1509724800.0,17-11-04,NA
Qiao Gu,1503.4877854703043,1509724800.0,17-11-04,CN
Pain Gaming,1503.4450032335164,1509724800.0,17-11-04,BR
Samsung Galaxy Blue,1502.780533452623,1509724800.0,17-11-04,KR
Star Horn Royal Club,1502.7163722273683,1509724800.0,17-11-04,CN
ahq eSports,1502.3551521605468,1509724800.0,17-11-04,TW
Vitality,1502.0418933725036,1509724800.0,17-11-04,EUW
